Name,Safety
BBa_K1031224,1
BBa_K1031301,1
BBa_K1031302,1
BBa_K1031311,1
BBa_K1031410,1
BBa_K1031420,1
BBa_K1031421,1
BBa_K1031422,1
BBa_K1031441,1
BBa_K1031442,1
BBa_K1031443,1
BBa_K1031444,1
BBa_K1031510,1
BBa_K1031520,1
BBa_K1031521,1
BBa_K1031610,1
BBa_K1031710,1
BBa_K1031742,1
BBa_K1031743,1
BBa_K1031744,1
BBa_K1031803,1
BBa_K1031804,1
BBa_K1031941,1
BBa_K1037000,1
BBa_K1037001,1
BBa_K1037002,1
BBa_K1037003,1
BBa_K1065203,1
BBa_K1065204,1
BBa_K1072000,1
BBa_K1072007,1
BBa_K109200,1
BBa_K112118,1
BBa_K112148,1
BBa_K1122667,1
BBa_K112318,1
BBa_K112320,1
BBa_K112322,1
BBa_K112400,1
BBa_K112401,1
BBa_K112402,1
BBa_K112405,1
BBa_K112406,1
BBa_K112407,1
BBa_K112701,1
BBa_K112708,1
BBa_K112900,1
BBa_K113009,1
BBa_K113010,1
BBa_K113011,1
BBa_K113012,1
BBa_K1140006,1
BBa_K116001,1
BBa_K116401,1
BBa_K116500,1
BBa_K116603,1
BBa_K1170000,1
BBa_K117002,1
BBa_K118011,1
BBa_K118012,1
BBa_K1184000,1
BBa_K119000,1
BBa_K119001,1
BBa_K119002,1
BBa_K121011,1
BBa_K121014,1
BBa_K121016,1
BBa_K1315001,1
BBa_K1315002,1
BBa_K1315003,1
BBa_K1315005,1
BBa_K1315006,1
BBa_K1315007,1
BBa_K1317001,1
BBa_K1317003,1
BBa_K1330000,1
BBa_K1330002,1
BBa_K1331001,1
BBa_K1331002,1
BBa_K1331003,1
BBa_K1331004,1
BBa_K1331005,1
BBa_K1331006,1
BBa_K1333200,1
BBa_K1333201,1
BBa_K1333202,1
BBa_K1333203,1
BBa_K1333204,1
BBa_K134900,1
BBa_K135000,1
BBa_K136010,1
BBa_K1362090,1
BBa_K1362091,1
BBa_K1362461,1
BBa_K137029,1
BBa_K137030,1
BBa_K137031,1
BBa_K137032,1
BBa_K137046,1
BBa_K137047,1
BBa_K137048,1
BBa_K137049,1
BBa_K137050,1
BBa_K137051,1
BBa_K137085,1
BBa_K137086,1
BBa_K137087,1
BBa_K137088,1
BBa_K137089,1
BBa_K137090,1
BBa_K137091,1
BBa_K137125,1
BBa_K1379000,1
BBa_K1379001,1
BBa_K1379002,1
BBa_K1379003,1
BBa_K1379004,1
BBa_K1379005,1
BBa_K1379006,1
BBa_K1379007,1
BBa_K1379045,1
BBa_K1379051,1
BBa_K1390019,1
BBa_K1398000,1
BBa_K1398001,1
BBa_K1399000,1
BBa_K1399001,1
BBa_K1399002,1
BBa_K1399003,1
BBa_K1399004,1
BBa_K1399005,1
BBa_K1399006,1
BBa_K1399007,1
BBa_K1399008,1
BBa_K1404001,1
BBa_K1404002,1
BBa_K1404006,1
BBa_K1404007,1
BBa_K1404008,1
BBa_K145150,1
BBa_K145152,1
BBa_K1468000,1
BBa_K1468001,1
BBa_K1468002,1
BBa_K1468004,1
BBa_K1479004,1
BBa_K1484000,1
BBa_K1484001,1
BBa_K1484002,1
BBa_K1484100,1
BBa_K1484115,1
BBa_K1486000,1
BBa_K1486001,1
BBa_K1486002,1
BBa_K1486005,1
BBa_K1486006,1
BBa_K1486007,1
BBa_K1486008,1
BBa_K1486009,1
BBa_K1486010,1
BBa_K1486011,1
BBa_K1486012,1
BBa_K1486013,1
BBa_K1486014,1
BBa_K1486015,1
BBa_K1486016,1
BBa_K1486017,1
BBa_K1486018,1
BBa_K1486019,1
BBa_K1486020,1
BBa_K1486021,1
BBa_K1486022,1
BBa_K1486031,1
BBa_K1486038,1
BBa_K1486039,1
BBa_K1486040,1
BBa_K1486041,1
BBa_K1486042,1
BBa_K1486043,1
BBa_K1486044,1
BBa_K1486045,1
BBa_K1486046,1
BBa_K1486047,1
BBa_K1486048,1
BBa_K1486049,1
BBa_K1486050,1
BBa_K1486054,1
BBa_K1486055,1
BBa_K1486056,1
BBa_K1499200,1
BBa_K1499201,1
BBa_K1499202,1
BBa_K150005,1
BBa_K1508002,1
BBa_K1508003,1
BBa_K1520005,1
BBa_K1520010,1
BBa_K1520014,1
BBa_K1520025,1
BBa_K1520026,1
BBa_K1520509,1
BBa_K1520515,1
BBa_K1520516,1
BBa_K1585100,1
BBa_K1585101,1
BBa_K1585102,1
BBa_K1585103,1
BBa_K1585104,1
BBa_K1585105,1
BBa_K1585106,1
BBa_K1585110,1
BBa_K1585113,1
BBa_K1585115,1
BBa_K1585116,1
BBa_K1585117,1
BBa_K1585118,1
BBa_K1585119,1
BBa_K1587000,1
BBa_K1587001,1
BBa_K1587003,1
BBa_K1614000,1
BBa_K1639000,1
BBa_K1639002,1
BBa_K1639006,1
BBa_K1639008,1
BBa_K1639022,1
BBa_K1660005,1
BBa_K1660007,1
BBa_K1675000,1
BBa_K1675001,1
BBa_K1675002,1
BBa_K1675004,1
BBa_K1675005,1
BBa_K1675015,1
BBa_K1680026,1
BBa_K1682002,1
BBa_K1682003,1
BBa_K1682004,1
BBa_K1682007,1
BBa_K1682008,1
BBa_K1682009,1
BBa_K1682011,1
BBa_K1682012,1
BBa_K1682013,1
BBa_K1682015,1
BBa_K1682016,1
BBa_K1682017,1
BBa_K1685011,1
BBa_K1709000,1
BBa_K1709001,1
BBa_K1709002,1
BBa_K1709003,1
BBa_K1709004,1
BBa_K1709005,1
BBa_K1709006,1
BBa_K1728000,1
BBa_K1728001,1
BBa_K1728002,1
BBa_K1728003,1
BBa_K1728008,1
BBa_K1728009,1
BBa_K1728010,1
BBa_K1728011,1
BBa_K1728012,1
BBa_K1728013,1
BBa_K1728014,1
BBa_K1728015,1
BBa_K180000,1
BBa_K180001,1
BBa_K180002,1
BBa_K180003,1
BBa_K180004,1
BBa_K180005,1
BBa_K180006,1
BBa_K180007,1
BBa_K180008,1
BBa_K180009,1
BBa_K180010,1
BBa_K180011,1
BBa_K180012,1
BBa_K180013,1
BBa_K180014,1
BBa_K180015,1
BBa_K180016,1
BBa_K180017,1
BBa_K180018,1
BBa_K180019,1
BBa_K180020,1
BBa_K1819000,1
BBa_K1824012,1
BBa_K1824891,1
BBa_K1824892,1
BBa_K1824893,1
BBa_K1824894,1
BBa_K1824895,1
BBa_K1824896,1
BBa_K1833001,1
BBa_K1833004,1
BBa_K1833998,1
BBa_K1847000,1
BBa_K1855000,1
BBa_K1855001,1
BBa_K1855002,1
BBa_K1855003,1
BBa_K1855004,1
BBa_K1855005,1
BBa_K1886017,1
BBa_K1895001,1
BBa_K1895002,1
BBa_K1895003,1
BBa_K1895004,1
BBa_K1895005,1
BBa_K1895007,1
BBa_K1895999,1
BBa_K1897000,1
BBa_K1897001,1
BBa_K1897002,1
BBa_K1897003,1
BBa_K1897005,1
BBa_K1897007,1
BBa_K1899001,1
BBa_K1899002,1
BBa_K1899003,1
BBa_K1899004,1
BBa_K1899005,1
BBa_K1899006,1
BBa_K1899007,1
BBa_K1899008,1
BBa_K1907002,1
BBa_K1908002,1
BBa_K1909002,1
BBa_K1909003,1
BBa_K1909004,1
BBa_K1909005,1
BBa_K1909007,1
BBa_K1909008,1
BBa_K1909009,1
BBa_K1909010,1
BBa_K1909011,1
BBa_K1909012,1
BBa_K1919000,1
BBa_K1919500,1
BBa_K1921001,1
BBa_K1930004,1
BBa_K1930006,1
BBa_K1937001,1
BBa_K1946000,1
BBa_K1946001,1
BBa_K1946005,1
BBa_K1946006,1
BBa_K1958000,1
BBa_K1958001,1
BBa_K1958002,1
BBa_K1958003,1
BBa_K1958004,1
BBa_K1958006,1
BBa_K200000,1
BBa_K200002,1
BBa_K200011,1
BBa_K200012,1
BBa_K2003010,1
BBa_K2012000,1
BBa_K2020001,1
BBa_K2020002,1
BBa_K2020003,1
BBa_K2020004,1
BBa_K2020005,1
BBa_K2020006,1
BBa_K2023001,1
BBa_K2023002,1
BBa_K2023013,1
BBa_K2054000,1
BBa_K2054001,1
BBa_K2054002,1
BBa_K2054003,1
BBa_K2054004,1
BBa_K2054005,1
BBa_K2054006,1
BBa_K2056001,1
BBa_K2057000,1
BBa_K2057002,1
BBa_K2057003,1
BBa_K2057005,1
BBa_K206000,1
BBa_K206001,1
BBa_K2078001,1
BBa_K2078002,1
BBa_K2084000,1
BBa_K2084004,1
BBa_K2135000,1
BBa_K2135002,1
BBa_K2144101,1
BBa_K2168000,1
BBa_K2168001,1
BBa_K256002,1
BBa_K256018,1
BBa_K256020,1
BBa_K256028,1
BBa_K256029,1
BBa_K256033,1
BBa_K259000,1
BBa_K259001,1
BBa_K259005,1
BBa_K259006,1
BBa_K259007,1
BBa_K259013,1
BBa_K266000,1
BBa_K266001,1
BBa_K266003,1
BBa_K266004,1
BBa_K266005,1
BBa_K266006,1
BBa_K266007,1
BBa_K266008,1
BBa_K266009,1
BBa_K266011,1
BBa_K284008,1
BBa_K292001,1
BBa_K294055,1
BBa_K332011,1
BBa_K332021,1
BBa_K332022,1
BBa_K332032,1
BBa_K338001,1
BBa_K338002,1
BBa_K338029,1
BBa_K338042,1
BBa_K338062,1
BBa_K338081,1
BBa_K343001,1
BBa_K343006,1
BBa_K352001,1
BBa_K352011,1
BBa_K382023,1
BBa_K382024,1
BBa_K382040,1
BBa_K382041,1
BBa_K389001,1
BBa_K389002,1
BBa_K389003,1
BBa_K389004,1
BBa_K389005,1
BBa_K389010,1
BBa_K389011,1
BBa_K389012,1
BBa_K389013,1
BBa_K389014,1
BBa_K389015,1
BBa_K389016,1
BBa_K389017,1
BBa_K389050,1
BBa_K389051,1
BBa_K389052,1
BBa_K389302,1
BBa_K389307,1
BBa_K389318,1
BBa_K389401,1
BBa_K389402,1
BBa_K389403,1
BBa_K389411,1
BBa_K389412,1
BBa_K389413,1
BBa_K389421,1
BBa_K389422,1
BBa_K389423,1
BBa_K424017,1
BBa_K427003,1
BBa_K427004,1
BBa_K525007,1
BBa_K525008,1
BBa_K525009,1
BBa_K525010,1
BBa_K525121,1
BBa_K525123,1
BBa_K525221,1
BBa_K525222,1
BBa_K525223,1
BBa_K525224,1
BBa_K525234,1
BBa_K525303,1
BBa_K525304,1
BBa_K525305,1
BBa_K525306,1
BBa_K525311,1
BBa_K525312,1
BBa_K525403,1
BBa_K525404,1
BBa_K525405,1
BBa_K525406,1
BBa_K525411,1
BBa_K525412,1
BBa_K525512,1
BBa_K525515,1
BBa_K525517,1
BBa_K525551,1
BBa_K525562,1
BBa_K525582,1
BBa_K525710,1
BBa_K525720,1
BBa_K525730,1
BBa_K525740,1
BBa_K541028,1
BBa_K541029,1
BBa_K541503,1
BBa_K541504,1
BBa_K541505,1
BBa_K541506,1
BBa_K541800,1
BBa_K541925,1
BBa_K559000,1
BBa_K559001,1
BBa_K559010,1
BBa_K598000,1
BBa_K598001,1
BBa_K618111,1
BBa_K618112,1
BBa_K618211,1
BBa_K618212,1
BBa_K621001,1
BBa_K629001,1
BBa_K629002,1
BBa_K629003,1
BBa_K629005,1
BBa_K629009,1
BBa_K653000,1
BBa_K658006,1
BBa_K658007,1
BBa_K658008,1
BBa_K727001,1
BBa_K731201,1
BBa_K748000,1
BBa_K748001,1
BBa_K748002,1
BBa_K748003,1
BBa_K748005,1
BBa_K748006,1
BBa_K772001,1
BBa_K772002,1
BBa_K772003,1
BBa_K772004,1
BBa_K772005,1
BBa_K772101,1
BBa_K772102,1
BBa_K777000,1
BBa_K777001,1
BBa_K777002,1
BBa_K777003,1
BBa_K777004,1
BBa_K777005,1
BBa_K777006,1
BBa_K777007,1
BBa_K777008,1
BBa_K777100,1
BBa_K777101,1
BBa_K777102,1
BBa_K777103,1
BBa_K777104,1
BBa_K777105,1
BBa_K777106,1
BBa_K777107,1
BBa_K777108,1
BBa_K777109,1
BBa_K777110,1
BBa_K777111,1
BBa_K777112,1
BBa_K777113,1
BBa_K777114,1
BBa_K777115,1
BBa_K777116,1
BBa_K777117,1
BBa_K777118,1
BBa_K777119,1
BBa_K777120,1
BBa_K777121,1
BBa_K777122,1
BBa_K777123,1
BBa_K777124,1
BBa_K777125,1
BBa_K777126,1
BBa_K777127,1
BBa_K777128,1
BBa_K777129,1
BBa_K777130,1
BBa_K777131,1
BBa_K777132,1
BBa_K801000,1
BBa_K801001,1
BBa_K801002,1
BBa_K801003,1
BBa_K801004,1
BBa_K801033,1
BBa_K801036,1
BBa_K801041,1
BBa_K808000,1
BBa_K819005,1
BBa_K819006,1
BBa_K819007,1
BBa_K819008,1
BBa_K819009,1
BBa_K819010,1
BBa_K819012,1
BBa_K819015,1
BBa_K819016,1
BBa_K823004,1
BBa_K823005,1
BBa_K823006,1
BBa_K823007,1
BBa_K823008,1
BBa_K823010,1
BBa_K823011,1
BBa_K823013,1
BBa_K823014,1
BBa_K823021,1
BBa_K823022,1
BBa_K823023,1
BBa_K823024,1
BBa_K823025,1
BBa_K823026,1
BBa_K823027,1
BBa_K847000,1
BBa_K847001,1
BBa_K847002,1
BBa_K847003,1
BBa_K847004,1
BBa_K847005,1
BBa_K847040,1
BBa_K847041,1
BBa_K847060,1
BBa_K847061,1
BBa_K847080,1
BBa_K847210,1
BBa_K847211,1
BBa_K861400,1
BBa_K862000,1
BBa_K862001,1
BBa_K862002,1
BBa_K862003,1
BBa_K863120,1
BBa_K863121,1
BBa_K863122,1
BBa_K864150,1
BBa_K864204,1
BBa_K864400,1
BBa_K873002,1
BBa_K883402,1
BBa_K883403,1
BBa_K883404,1
BBa_K886000,1
BBa_K911009,1
BBa_K976004,1
BBa_K990001,1
BBa_K990002,1
BBa_K990004,1
BBa_K993000,1
BBa_K993002,1
BBa_K993003,1
BBa_M13101,1
BBa_M13102,1
BBa_M13103,1
BBa_M13104,1
BBa_M13105,1
BBa_M13106,1
BBa_M13108,1
BBa_M13110,1
BBa_M13501,1
BBa_M13502,1
BBa_M13503,1
BBa_M13504,1
BBa_M13505,1
BBa_M13506,1
BBa_M13507,1
BBa_M13508,1
BBa_M13509,1
BBa_M13510,1
BBa_M13511,1
BBa_M31370,1
BBa_M31519,1
BBa_M36002,1
BBa_M36003,1
BBa_M36004,1
BBa_M36006,1
BBa_M36007,1
BBa_M36008,1
BBa_M36012,1
BBa_M36013,1
BBa_M36014,1
BBa_M36356,1
BBa_M36548,1
BBa_M36549,1
BBa_M36888,1
BBa_M45047,1
BBa_R0010,1
BBa_R0011,1
BBa_R0040,1
BBa_R0050,1
BBa_R0051,1
BBa_R0052,1
BBa_R0053,1
BBa_R0061,1
BBa_R0062,1
BBa_R0063,1
BBa_R0065,1
BBa_R0071,1
BBa_R0073,1
BBa_R0074,1
BBa_R0075,1
BBa_R0078,1
BBa_R0079,1
BBa_R0080,1
BBa_R0082,1
BBa_R0083,1
BBa_R0084,1
BBa_R0085,1
BBa_R0180,1
BBa_R0181,1
BBa_R0182,1
BBa_R0183,1
BBa_R0184,1
BBa_R0185,1
BBa_R0186,1
BBa_R0187,1
BBa_R1050,1
BBa_R1051,1
BBa_R1052,1
BBa_R1053,1
BBa_R1062,1
BBa_R1074,1
BBa_R1075,1
BBa_R2000,1
BBa_R2001,1
BBa_R2002,1
BBa_R2108,1
BBa_R2109,1
BBa_R2110,1
BBa_R2111,1
BBa_R2112,1
BBa_R2113,1
BBa_R2114,1
BBa_R2201,1
BBa_S03331,1
BBa_S03385,1
BBa_T4000,1
BBa_T4002,1
BBa_T9000,1
BBa_T9010,1
BBa_Z0251,1
BBa_Z0252,1
BBa_Z0253,1
BBa_Z0261,1
BBa_Z0262,1
BBa_I742150,1
BBa_I742153,1
BBa_I742156,1
BBa_I742159,1
BBa_I723019,1
BBa_K1031100,1
BBa_K1031111,1
BBa_K1031112,1
BBa_K1031620,1
BBa_K1031621,1
BBa_K1031622,1
BBa_K1031623,1
BBa_K1031624,1
BBa_K1031625,1
BBa_K1031913,1
BBa_K1031916,1
BBa_K1031917,1
BBa_K1031922,1
BBa_K1031923,1
BBa_K1031931,1
BBa_K108025,1
BBa_K2042000,1
BBa_K2042001,1
BBa_K2042002,1
BBa_K2042004,1
BBa_K2042006,1
BBa_K2042007,1
BBa_K2042008,1
BBa_K2042009,1
BBa_K2042010,1
BBa_K2042011,1
BBa_K2042012,1
BBa_K2042013,1
BBa_K2042014,1
BBa_K089005,1
BBa_K089006,1
BBa_K108014,1
BBa_K108016,1
BBa_K1478002,1
BBa_I742145,1
BBa_I742146,1
BBa_K090501,1
BBa_K090504,1
BBa_K1065203,1
BBa_K143010,1
BBa_K143011,1
BBa_K143013,1
BBa_K143014,1
BBa_K143015,1
BBa_K1716000,1
BBa_K823004,1
BBa_K823005,1
BBa_K823006,1
BBa_K823007,1
BBa_K823008,1
BBa_K823010,1
BBa_K823011,1
BBa_K823013,1
BBa_K823014,1
BBa_K823026,1
BBa_K823030,1
BBa_K125100,1
BBa_K2135001,1
BBa_K558009,1
BBa_K131017,1
BBa_K1031011,2
BBa_K1781000,2
BBa_G00113,2
BBa_I712074,2
BBa_I719005,2
BBa_J34814,2
BBa_J64997,2
BBa_K093001,2
BBa_K113010,2
BBa_K113011,2
BBa_K113012,2
BBa_K145014,2
BBa_K1614000,2
BBa_K1833000,2
BBa_K1833009,2
BBa_K1833999,2
BBa_K731700,2
BBa_R0085,2
BBa_R0180,2
BBa_R0181,2
BBa_R0182,2
BBa_R0183,2
BBa_R0184,2
BBa_R0185,2
BBa_R0186,2
BBa_R0187,2
BBa_Z0251,2
BBa_Z0252,2
BBa_Z0253,2
BBa_I712002,2
BBa_I712010,2
BBa_I712012,2
BBa_I712017,2
BBa_I712020,2
BBa_I712021,2
BBa_I712024,2
BBa_J52011,2
BBa_J52013,2
BBa_J52019,2
BBa_J52021,2
BBa_J52026,2
BBa_K1119006,2
BBa_K1119008,2
BBa_K1119009,2
BBa_K1777005,2
BBa_K1777019,2
BBa_K1926011,2
BBa_K1926012,2
BBa_K1926013,2
BBa_K1926021,2
BBa_K1926022,2
BBa_K1926031,2
BBa_K2061000,2
BBa_K258002,2
BBa_K258004,2
BBa_K258010,2
BBa_K404103,2
BBa_K404104,2
BBa_K404105,2
BBa_K404107,2
BBa_K404108,2
BBa_K404209,2
BBa_K404211,2
BBa_K404212,2
BBa_K404213,2
BBa_K404214,2
BBa_K678004,2
BBa_K678005,2
BBa_K678006,2
BBa_K678012,2
BBa_K678018,2
BBa_K678019,2
BBa_K678049,2
BBa_M1436,2
BBa_M1437,2
BBa_M36907,2
BBa_M36908,2
BBa_K1478002,2
BBa_K1769006,2
BBa_K1800002,2
BBa_K414000,2
BBa_I742123,2
BBa_J179000,2
BBa_J179001,2
BBa_J179002,2
BBa_K1023003,2
BBa_K1065203,2
BBa_K1065204,2
BBa_K1185004,2
BBa_K125000,2
BBa_K125340,2
BBa_K1468000,2
BBa_K1468001,2
BBa_K1468002,2
BBa_K1468004,2
BBa_K259002,2
BBa_K259004,2
BBa_K259008,2
BBa_K259009,2
BBa_K801034,2
BBa_K801035,2
BBa_K818000,2
BBa_K823021,2
BBa_K823022,2
BBa_K823023,2
BBa_K823024,2
BBa_K823025,2
BBa_K823026,2
BBa_K823027,2
BBa_I723012,2
BBa_I723014,2
BBa_K1796001,2
BBa_K128004,2
BBa_K332031,2
BBa_K332033,2
BBa_J70005,2
BBa_J70006,2
BBa_J70007,2
BBa_J70023,2
BBa_J70024,2
BBa_J70025,2
BBa_J70028,2
BBa_J70029,2
BBa_J70300,2
BBa_J70301,2
BBa_J70302,2
BBa_J70303,2
BBa_J70304,2
BBa_J70310,2
BBa_J70402,2
BBa_J70501,2
BBa_J70502,2
BBa_J70511,2
BBa_J70512,2
BBa_J70513,2
BBa_J70636,2
BBa_J70655,2
BBa_J70665,2
BBa_J70666,2
BBa_J70667,2
BBa_K143051,2
BBa_M1001,2
BBa_P1012,2
BBa_P1013,2
BBa_P1014,2
BBa_K116201,2
BBa_J64001,2
BBa_J64011,2
BBa_J64013,2
BBa_J64015,2
BBa_J64018,2
BBa_J64020,2
BBa_J64022,2
BBa_J64024,2
BBa_J64026,2
BBa_J64028,2
BBa_J64030,2
BBa_J64031,2
BBa_J64750,2
BBa_J64998,2
BBa_K112149,2
BBa_K112706,2
BBa_K112707,2
BBa_K864150,2
BBa_K1677025,3
BBa_K1683000,3
BBa_K299814,3
BBa_K624043,3
BBa_K624048,3
BBa_K624047,3
BBa_K896012,3
BBa_K1593667,3
BBa_I10001,3
BBa_K1074004,3
BBa_K1593666,3
BBa_K1621003,3
BBa_K1677103,3
BBa_K1683001,3
BBa_K177010,3
BBa_K177026,3
BBa_K1823004,3
BBa_K1823005,3
BBa_K177029,3
BBa_K624042,3
BBa_K624044,3
BBa_K624051,3
BBa_K624057,3
BBa_K624058,3
BBa_K624061,3
BBa_K624062,3
